TIMESTAMP;WEBSITE;GDS;DEPARTURE;ARRIVAL;ADULTS;CHILDREN;INFANTS;TRAIN;DISTANCE;SMS;EXTRA_BAGGAGE;NO_GDS;DEVICE_COMPUTER;DEVICE_OTHER;DEVICE_SMARTPHONE;DEVICE_TABLET;HAUL_TYPE_CONTINENTAL;HAUL_TYPE_DOMESTIC;HAUL_TYPE_INTERCONTINENTAL;TRIP_TYPE_MULTI_DESTINATION;TRIP_TYPE_ONE_WAY;TRIP_TYPE_ROUND_TRIP;PRODUCT
26;50;1;31;31;2;0;0;False;671.543;True;False;1;1;0;0;0;0;1;0;0;0;1;1
26;54;2;31;34;1;0;0;False;1607.14;False;True;0;1;0;0;0;1;0;0;0;0;1;1
26;47;1;42;45;2;0;0;False;1065.56;True;False;1;1;0;0;0;1;0;0;0;0;1;1
26;37;1;39;41;1;0;0;False;1956.56;True;False;0;1;0;0;0;0;0;1;0;0;1;1
26;45;0;27;30;2;2;0;False;1902.3;False;False;2;0;0;1;0;1;0;0;1;0;0;1
26;11;0;27;27;1;0;0;False;492.209;True;False;2;1;0;0;0;1;0;0;0;0;1;1
26;2;1;32;33;1;0;0;False;1971.45;False;False;1;1;0;0;0;0;1;0;0;0;1;1
26;47;0;27;28;1;0;0;False;1052.74;False;False;1;1;0;0;0;1;0;0;0;0;1;1
26;18;0;27;27;1;0;0;False;250.697;False;False;1;0;0;1;0;0;1;0;0;0;1;1
26;47;1;27;27;2;0;0;False;2094.97;True;False;0;1;0;0;0;0;0;1;0;1;0;1
26;32;0;28;30;1;0;0;False;1829.63;False;False;1;1;0;0;0;0;1;0;0;0;1;1
26;47;1;28;29;1;0;0;False;8328.99;True;False;0;1;0;0;0;0;0;1;0;0;1;1
26;18;0;30;30;1;0;0;False;558.971;True;True;1;0;0;1;0;0;1;0;0;1;0;1
26;11;1;29;30;2;0;0;False;483.843;False;False;0;1;0;0;0;0;1;0;0;0;1;1
26;47;1;27;27;1;0;0;False;3286.36;False;False;0;1;0;0;0;0;0;1;0;1;0;1
26;11;1;27;27;1;0;0;False;202.22099999999998;False;False;0;1;0;0;0;0;1;0;0;1;0;1
26;19;0;26;26;1;0;0;False;402.98400000000004;False;False;1;0;0;1;0;0;1;0;0;0;1;1
26;31;1;32;32;1;0;0;False;1007.15;False;True;0;1;0;0;0;1;0;0;0;1;0;1
26;12;1;33;33;1;0;0;False;1842.89;True;False;0;1;0;0;0;0;0;1;0;1;0;1
26;18;0;32;33;1;0;0;False;410.494;True;False;1;1;0;0;0;0;1;0;0;0;1;1
26;45;1;38;38;1;0;0;False;486.43;False;False;1;1;0;0;0;0;1;0;0;0;1;1
26;49;1;27;27;2;0;0;False;199.187;False;False;0;0;0;1;0;0;1;0;0;1;0;1
26;47;0;34;35;2;0;0;False;2261.06;False;False;2;1;0;0;0;1;0;0;0;0;1;1
26;32;1;29;29;2;0;0;False;483.54;True;False;0;1;0;0;0;1;0;0;0;0;1;1
26;31;0;27;28;2;0;0;False;1455.02;True;False;1;1;0;0;0;1;0;0;0;0;1;1
26;58;0;32;33;2;0;0;False;1885.24;False;True;1;0;1;0;0;1;0;0;0;0;1;1
26;37;1;28;28;1;0;0;False;1441.14;False;True;1;1;0;0;0;1;0;0;0;0;1;1
26;31;0;27;27;2;0;0;False;1491.45;False;False;1;1;0;0;0;1;0;0;0;1;0;1
26;13;1;27;27;1;0;0;False;1780.78;False;False;0;1;0;0;0;1;0;0;0;1;0;1
26;55;0;28;29;1;1;0;False;983.2710000000001;False;False;1;0;1;0;0;1;0;0;0;0;1;1
26;18;1;26;26;1;0;0;False;1519.44;False;False;0;1;0;0;0;1;0;0;0;1;0;1
26;45;1;32;33;1;0;0;False;481.899;True;True;1;1;0;0;0;1;0;0;1;0;0;1
26;47;0;31;31;4;0;0;False;478.727;True;False;1;1;0;0;0;1;0;0;0;1;0;1
26;18;0;37;38;1;0;0;False;953.549;False;False;1;1;0;0;0;0;1;0;0;0;1;1
26;19;1;29;29;1;0;0;False;3143.7;True;False;0;1;0;0;0;0;0;1;0;1;0;1
26;37;1;27;28;1;0;0;False;659.2719999999999;False;True;0;1;0;0;0;0;1;0;0;0;1;1
26;11;1;52;1;4;0;0;False;10029.9;True;False;0;1;0;0;0;0;0;1;0;0;1;1
26;18;1;33;33;2;0;0;False;2706.76;True;True;0;1;0;0;0;0;0;1;0;1;0;1
26;22;0;29;32;2;0;0;False;969.066;True;True;2;1;0;0;0;1;0;0;1;0;0;1
26;2;1;27;29;1;0;0;False;4231.88;False;False;0;0;0;1;0;0;0;1;0;0;1;1
26;37;1;32;32;1;0;0;False;777.698;False;False;0;1;0;0;0;1;0;0;0;1;0;1
26;11;1;35;36;2;0;0;False;2892.43;True;False;1;1;0;0;0;1;0;0;0;0;1;1
26;31;1;27;27;1;0;0;False;497.791;True;False;0;0;0;1;0;0;1;0;0;0;1;1
26;47;1;27;28;1;0;0;False;9102.63;False;False;0;1;0;0;0;0;0;1;0;0;1;1
26;11;0;33;35;2;0;0;False;893.5139999999999;False;True;1;1;0;0;0;0;1;0;0;0;1;1
26;37;0;33;34;5;0;0;False;832.5089999999999;True;False;1;1;0;0;0;1;0;0;0;0;1;1
26;34;0;28;28;2;0;0;False;646.895;True;False;1;1;0;0;0;0;1;0;0;0;1;1
26;21;1;27;28;1;0;0;False;8666.32;False;False;0;1;0;0;0;0;0;1;0;0;1;1
26;26;1;27;28;1;0;0;False;5842.53;True;False;0;1;0;0;0;0;0;1;0;0;1;1
26;9;1;27;27;1;0;0;False;578.298;False;False;0;1;0;0;0;1;0;0;0;0;1;1
26;26;0;32;33;1;0;0;False;898.4860000000001;False;False;1;1;0;0;0;1;0;0;0;0;1;1
26;11;0;31;32;1;0;0;False;392.207;False;False;1;1;0;0;0;0;1;0;0;0;1;1
26;13;1;26;26;2;0;0;False;1087.62;True;False;0;0;0;1;0;1;0;0;0;1;0;1
26;45;1;33;36;1;0;0;False;8894.08;False;False;0;0;0;1;0;0;0;1;0;1;0;1
26;47;1;27;39;1;0;0;False;3185.95;False;False;0;1;0;0;0;0;0;1;0;0;1;1
26;47;1;31;32;2;0;0;False;1676.9;True;False;1;1;0;0;0;1;0;0;0;0;1;1
26;5;1;30;31;1;1;0;False;7649.06;True;False;0;1;0;0;0;0;0;1;0;0;1;1
26;18;0;29;29;1;1;0;False;2623.93;False;False;1;0;0;0;1;1;0;0;0;1;0;1
26;5;0;30;30;1;0;0;False;1533.2;True;False;1;0;0;1;0;1;0;0;0;1;0;1
26;11;1;26;28;2;0;0;False;242.632;False;False;0;0;0;1;0;0;1;0;0;0;1;1
26;54;1;34;36;1;0;0;False;7619.05;False;False;1;1;0;0;0;0;0;1;1;0;0;1
26;12;1;30;30;1;0;0;False;2453.49;False;False;0;1;0;0;0;1;0;0;0;1;0;1
26;18;0;27;27;1;0;0;False;528.599;True;False;1;1;0;0;0;0;1;0;0;1;0;1
26;11;0;32;32;2;0;0;False;1138.99;False;True;1;0;0;1;0;0;1;0;0;1;0;1
26;11;0;33;34;1;0;0;False;2377.56;True;False;2;1;0;0;0;1;0;0;1;0;0;1
26;11;0;30;31;2;0;0;False;1408.55;True;True;1;0;0;1;0;0;1;0;0;0;1;1
26;47;1;26;27;1;0;0;False;674.0939999999999;True;False;0;1;0;0;0;0;1;0;0;0;1;1
26;11;0;26;26;1;0;0;True;0.0;False;False;1;0;0;1;0;0;0;1;0;1;0;1
26;11;1;32;33;3;2;0;False;456.815;True;False;1;1;0;0;0;0;1;0;0;0;1;1
26;11;1;26;26;1;0;0;False;667.316;False;False;0;1;0;0;0;0;1;0;0;1;0;1
26;49;1;31;31;1;0;0;False;979.002;True;False;0;1;0;0;0;1;0;0;0;0;1;1
26;47;1;40;43;1;0;0;False;9375.54;False;False;0;0;0;1;0;0;0;1;0;0;1;1
26;11;0;31;31;1;0;0;False;490.473;True;True;1;1;0;0;0;0;1;0;0;1;0;1
26;26;1;27;28;1;0;0;False;1838.55;True;False;0;1;0;0;0;1;0;0;0;0;1;1
26;54;1;40;41;1;0;0;False;5902.62;True;False;0;1;0;0;0;0;0;1;0;0;1;1
26;45;1;42;43;1;0;0;False;9098.17;False;False;0;0;0;0;1;0;0;1;0;0;1;1
26;11;0;33;33;1;0;0;False;2415.43;True;False;1;0;0;1;0;1;0;0;0;1;0;1
26;37;0;27;28;2;0;0;False;858.826;True;False;1;1;0;0;0;1;0;0;0;0;1;0
26;37;0;29;29;2;0;0;False;1287.56;False;False;1;0;0;0;1;1;0;0;0;0;1;0
26;2;1;28;28;1;0;0;False;0.0;False;False;0;1;0;0;0;0;1;0;0;1;0;1
26;32;0;28;31;1;0;0;False;970.5830000000001;True;False;1;0;0;0;1;0;1;0;0;0;1;1
26;31;0;35;35;1;0;0;False;742.5039999999999;True;False;2;1;0;0;0;1;0;0;1;0;0;1
26;49;1;27;27;1;0;0;False;2452.62;False;False;0;0;0;1;0;1;0;0;0;1;0;1
26;18;0;29;29;1;0;0;False;647.178;False;False;1;1;0;0;0;1;0;0;0;0;1;1
26;26;0;28;29;3;0;0;False;1867.42;False;False;1;1;0;0;0;1;0;0;0;0;1;1
26;37;1;13;18;1;0;0;False;7218.86;True;False;0;1;0;0;0;0;0;1;0;0;1;1
26;45;1;31;31;1;0;0;False;2523.42;False;False;0;0;0;0;1;0;0;1;0;1;0;1
26;47;1;27;27;1;0;0;False;1347.02;False;True;0;1;0;0;0;1;0;0;0;0;1;1
26;37;1;29;29;2;0;0;False;841.797;False;False;0;1;0;0;0;1;0;0;0;0;1;1
26;18;0;32;33;1;0;0;False;494.795;False;False;1;1;0;0;0;0;1;0;0;0;1;1
26;47;1;26;27;1;0;0;False;1782.97;False;False;0;0;0;1;0;1;0;0;0;0;1;1
26;19;2;31;32;1;0;0;False;9902.52;False;True;1;0;0;1;0;0;0;1;1;0;0;1
26;47;1;29;32;2;0;0;False;1624.83;True;True;1;0;0;1;0;0;0;1;0;0;1;1
26;31;1;35;36;2;0;0;False;2308.54;True;False;0;1;0;0;0;1;0;0;0;0;1;1
26;42;2;28;32;1;0;0;False;1999.42;True;False;0;1;0;0;0;0;0;1;0;0;1;1
26;26;1;27;29;2;0;0;False;1208.63;True;True;1;1;0;0;0;1;0;0;0;0;1;1
26;45;0;28;28;2;0;0;False;1380.01;False;False;1;1;0;0;0;1;0;0;0;0;1;1
26;18;1;26;27;1;0;0;False;741.1;True;False;0;1;0;0;0;1;0;0;0;0;1;0
26;18;0;27;27;1;0;0;False;657.1160000000001;False;False;1;1;0;0;0;1;0;0;0;1;0;1
26;11;1;28;28;1;0;0;False;1396.03;True;False;0;0;0;1;0;1;0;0;0;1;0;1
26;18;0;26;26;1;0;0;False;1327.36;True;True;1;1;0;0;0;1;0;0;0;1;0;1
26;31;1;27;27;1;0;0;False;944.465;True;False;0;1;0;0;0;1;0;0;0;1;0;1
26;11;1;35;35;1;0;0;False;10084.6;True;False;0;0;0;1;0;0;0;1;0;1;0;1
26;47;0;27;27;1;0;0;False;2196.69;False;True;1;1;0;0;0;1;0;0;0;1;0;1
26;37;1;30;30;1;0;0;False;1248.19;True;False;0;1;0;0;0;1;0;0;0;0;1;1
26;11;0;34;35;1;0;0;False;1572.72;False;False;1;1;0;0;0;0;1;0;0;0;1;1
26;47;1;38;38;2;0;0;False;1359.75;True;False;0;1;0;0;0;1;0;0;0;0;1;1
26;11;1;26;26;1;0;0;False;1659.75;False;False;0;1;0;0;0;1;0;0;0;1;0;1
26;9;0;39;41;2;2;0;False;7209.67;True;False;1;1;0;0;0;0;0;1;0;0;1;1
26;13;0;28;28;1;0;0;False;1984.17;False;True;1;1;0;0;0;1;0;0;0;1;0;1
26;47;1;27;27;4;0;0;False;1312.48;True;False;0;1;0;0;0;1;0;0;0;1;0;1
26;11;1;30;34;1;2;0;False;5122.66;False;False;0;1;0;0;0;0;0;1;0;0;1;1
26;37;1;29;29;2;0;0;False;418.908;True;False;0;1;0;0;0;0;1;0;0;0;1;1
26;37;1;27;27;1;0;0;False;307.043;False;False;0;0;0;1;0;1;0;0;0;1;0;1
26;37;0;44;44;2;1;0;False;1208.63;True;False;2;1;0;0;0;1;0;0;0;0;1;1
26;11;0;34;34;3;1;0;False;1511.73;False;False;1;1;0;0;0;1;0;0;0;0;1;1
26;11;0;51;1;2;0;0;False;1763.71;False;False;1;0;0;1;0;0;1;0;0;0;1;1
26;50;1;29;30;1;0;0;False;905.4169999999999;False;False;0;1;0;0;0;1;0;0;0;0;1;1
26;11;1;30;31;3;1;0;False;1732.53;True;True;1;0;0;1;0;1;0;0;0;0;1;1
26;12;0;28;28;1;0;0;False;691.668;False;False;1;1;0;0;0;1;0;0;0;0;1;1
26;51;0;28;32;1;2;0;False;2431.02;True;True;1;1;0;0;0;0;0;1;0;0;1;1
26;26;1;26;26;1;0;0;False;1468.65;True;False;0;0;0;1;0;1;0;0;0;1;0;1
26;45;1;37;37;2;0;0;False;742.268;True;False;0;0;0;0;1;1;0;0;0;1;0;1
26;37;0;27;27;1;0;0;False;2279.18;True;False;1;1;0;0;0;0;0;1;0;1;0;1
26;12;1;32;32;1;0;0;False;1373.53;False;False;0;1;0;0;0;1;0;0;0;1;0;1
26;47;1;27;28;2;0;0;False;1213.17;False;False;0;1;0;0;0;1;0;0;0;0;1;0
26;54;0;51;52;4;0;0;False;451.15;True;False;2;1;0;0;0;1;0;0;1;0;0;1
26;11;0;30;34;2;0;0;False;1358.6;True;False;1;1;0;0;0;1;0;0;0;0;1;1
26;11;0;27;27;1;0;0;False;1226.69;False;False;1;0;0;1;0;0;0;1;0;1;0;1
26;37;0;27;27;1;0;0;False;3185.89;True;False;1;0;0;0;1;0;0;1;0;1;0;1
26;26;0;37;38;2;1;0;False;898.4860000000001;True;False;1;1;0;0;0;1;0;0;0;0;1;1
26;45;0;31;32;4;0;0;False;1304.66;True;False;1;0;0;1;0;1;0;0;0;0;1;1
26;13;0;32;32;2;0;0;False;1360.49;False;True;1;1;0;0;0;1;0;0;0;1;0;1
26;0;1;26;27;1;0;0;False;4841.58;False;False;0;1;0;0;0;0;0;1;0;0;1;1
26;18;0;30;35;1;0;0;False;1290.53;True;False;1;0;0;1;0;1;0;0;0;0;1;1
26;12;1;26;26;1;0;0;False;1179.26;True;False;0;1;0;0;0;1;0;0;0;1;0;1
26;32;1;52;4;3;0;0;False;3664.29;True;False;0;1;0;0;0;1;0;0;0;1;0;1
26;11;0;33;38;1;0;0;False;1368.89;False;True;1;1;0;0;0;1;0;0;0;0;1;1
26;11;0;26;26;2;0;0;False;893.5139999999999;False;True;1;1;0;0;0;0;1;0;0;1;0;1
26;49;1;27;27;3;0;0;False;3946.07;True;False;0;0;0;1;0;0;0;1;0;1;0;1
26;45;0;45;45;1;0;0;False;463.217;True;True;1;1;0;0;0;0;1;0;0;0;1;1
26;12;1;39;39;4;0;0;False;831.315;True;False;1;1;0;0;0;1;0;0;0;0;1;1
26;11;2;31;43;1;0;0;False;9525.45;False;True;0;1;0;0;0;0;0;1;1;0;0;1
26;47;1;26;27;1;0;0;False;1465.96;False;False;0;1;0;0;0;0;0;1;0;0;1;1
26;12;0;31;32;3;0;0;False;1061.73;False;True;1;1;0;0;0;1;0;0;0;0;1;1
26;37;1;32;33;1;0;0;False;1248.19;False;False;0;0;0;1;0;1;0;0;0;0;1;1
26;37;1;31;31;1;0;0;False;3891.66;True;False;0;0;0;1;0;0;0;1;0;1;0;1
26;9;0;34;36;1;0;0;False;1736.19;True;True;1;1;0;0;0;1;0;0;0;0;1;1
26;47;1;27;33;1;0;1;False;1097.15;False;False;0;1;0;0;0;0;0;1;0;0;1;1
26;47;0;32;32;4;0;0;False;1269.38;False;False;1;0;0;1;0;1;0;0;0;1;0;1
26;37;1;27;27;2;0;0;False;1811.96;False;False;0;1;0;0;0;0;0;1;0;1;0;1
26;11;1;35;36;2;0;0;False;707.453;True;True;1;1;0;0;0;0;1;0;0;0;1;1
26;45;1;28;28;2;0;0;False;1110.63;True;False;1;1;0;0;0;1;0;0;1;0;0;1
26;37;0;31;32;1;0;0;False;2094.97;False;False;2;1;0;0;0;0;0;1;1;0;0;1
26;26;1;27;29;1;0;0;False;2102.59;True;False;0;1;0;0;0;0;1;0;0;0;1;1
26;11;0;27;27;2;0;0;True;0.0;True;False;1;0;0;0;1;0;0;1;0;1;0;1
26;32;0;29;29;2;0;0;False;4553.41;True;True;1;1;0;0;0;0;0;1;0;1;0;1
26;11;1;27;27;1;0;0;False;8594.82;True;False;0;1;0;0;0;0;0;1;0;1;0;1
26;55;1;29;30;1;0;0;False;983.2710000000001;True;False;1;0;1;0;0;1;0;0;0;0;1;1
26;54;0;26;27;2;0;0;False;1672.87;False;False;1;1;0;0;0;1;0;0;0;0;1;1
26;47;1;44;47;2;0;0;False;8857.13;False;False;0;1;0;0;0;0;0;1;0;0;1;1
26;11;1;35;36;2;0;0;False;2060.57;False;False;1;1;0;0;0;1;0;0;0;0;1;1
26;11;1;27;28;1;0;0;False;1856.31;True;False;1;1;0;0;0;1;0;0;0;0;1;1
26;39;0;28;28;1;0;0;False;936.117;False;False;1;1;0;0;0;1;0;0;0;0;1;1
