TIMESTAMP;WEBSITE;GDS;DEPARTURE;ARRIVAL;ADULTS;CHILDREN;INFANTS;TRAIN;HAUL_TYPE;DISTANCE;DEVICE;TRIP_TYPE;PRODUCT;SMS;EXTRA_BAGGAGE;NO_GDS;TRIP_DAYS;PLANNING_DAYS;WEEKEND_DAYS;DURATION;CUSTOM_TRIP_TYPE
26;37;1;44;50;1;0;0;False;2;3851.0;0;2;1;True;False;0;44;123;12;2;0
26;47;1;27;27;1;0;0;False;2;1408.22;2;1;1;True;False;0;0;3;0;1;0
26;47;0;28;29;1;0;0;False;0;796.7410000000001;0;2;1;False;False;1;6;12;2;0;0
26;37;1;37;37;1;0;0;False;0;792.48;0;1;1;True;False;0;0;72;0;0;0
26;26;0;33;33;3;0;0;False;1;269.808;0;1;1;True;False;1;0;44;0;0;0
26;54;0;22;24;2;0;0;False;0;1687.27;2;2;1;False;True;1;12;337;4;1;0
26;47;0;27;27;1;0;0;False;1;728.421;0;1;1;True;False;1;0;6;0;0;0
26;21;1;26;26;1;0;0;False;1;768.2589999999999;2;1;1;True;False;0;0;0;1;0;0
26;37;1;26;28;1;0;0;False;2;1339.68;2;2;1;True;False;0;14;1;5;1;0
26;11;0;29;29;1;2;0;False;1;680.6560000000002;0;1;1;True;False;1;0;20;0;0;0
26;11;1;26;26;1;0;0;False;1;456.815;2;1;1;True;False;0;0;0;1;0;0
26;26;1;27;30;1;0;0;False;0;1206.63;2;1;1;False;False;0;24;2;6;1;0
26;11;1;26;26;1;0;0;False;0;1316.11;2;1;1;True;True;0;0;0;1;1;0
26;18;1;45;45;1;0;0;False;1;179.799;0;2;1;False;False;0;3;130;1;0;0
26;26;0;43;44;1;0;0;False;0;1978.03;2;2;1;False;False;1;4;119;2;1;0
26;47;1;27;27;1;0;0;False;0;1330.96;0;1;1;True;False;0;0;2;0;1;0
26;49;2;28;29;1;0;0;False;2;6834.66;0;2;1;False;False;0;9;12;3;3;0
26;26;0;45;45;1;0;0;False;0;436.115;0;2;1;False;False;1;4;129;1;0;0
26;45;0;27;27;1;0;0;False;0;644.319;0;2;1;True;False;1;0;5;0;0;0
26;45;1;31;31;2;0;0;False;0;853.3810000000002;0;2;1;False;False;0;5;31;2;0;0
26;32;0;30;31;1;0;0;False;1;1622.31;2;2;1;True;False;1;6;29;2;1;0
26;37;1;43;45;1;0;0;False;0;2162.43;0;2;1;False;False;0;10;119;4;1;0
26;37;1;28;33;2;0;0;False;2;10440.8;0;2;1;False;False;0;36;12;10;3;0
26;37;1;29;29;2;2;1;False;2;2236.54;2;1;1;False;False;0;0;18;0;1;3
26;32;0;29;30;2;0;0;False;1;1384.96;0;2;1;True;False;1;4;19;2;1;0
26;11;0;34;34;2;0;0;False;0;1383.75;2;1;1;True;False;1;0;54;0;1;0
26;12;0;31;31;1;0;0;False;0;907.066;0;1;1;False;True;1;0;33;0;1;0
26;54;1;27;27;1;0;0;False;0;2924.3;0;0;1;False;False;1;4;2;0;1;0
26;26;0;28;28;1;0;0;False;0;1246.35;0;2;1;True;False;2;1;9;0;1;0
26;45;0;37;38;2;0;0;False;0;1342.25;2;2;1;False;True;1;10;74;3;1;0
26;37;1;27;29;1;0;0;False;2;1753.88;0;0;1;False;False;1;18;3;5;1;0
26;31;1;32;35;1;1;0;False;2;2611.92;2;2;1;False;False;1;21;39;6;1;0
26;50;1;31;31;2;0;0;False;1;671.543;0;2;1;True;False;1;6;30;2;0;0
26;54;2;31;34;1;0;0;False;0;1607.14;0;2;1;False;True;0;21;36;7;1;0
26;47;1;42;45;2;0;0;False;0;1065.56;0;2;1;True;False;1;21;108;6;1;0
26;37;1;39;41;1;0;0;False;2;1956.56;0;2;1;True;False;0;14;86;4;1;0
26;45;0;27;30;2;2;0;False;0;1902.3;2;0;1;False;False;2;20;5;6;1;0
26;11;0;27;27;1;0;0;False;0;492.209;0;2;1;True;False;2;1;3;0;0;0
26;2;1;32;33;1;0;0;False;1;1971.45;0;2;1;False;False;1;3;42;2;1;0
26;47;0;27;28;1;0;0;False;0;1052.74;0;2;1;False;False;1;7;8;3;1;0
26;18;0;27;27;1;0;0;False;1;250.697;2;2;1;False;False;1;3;4;1;0;0
26;47;1;27;27;2;0;0;False;2;2094.97;0;1;1;True;False;0;0;5;0;1;0
26;32;0;28;30;1;0;0;False;1;1829.63;0;2;1;False;False;1;16;13;6;1;0
26;47;1;28;29;1;0;0;False;2;8328.99;0;2;1;True;False;0;7;14;3;3;0
26;18;0;30;30;1;0;0;False;1;558.971;2;1;1;True;True;1;0;26;0;0;0
26;11;1;29;30;2;0;0;False;1;483.843;0;2;1;False;False;0;7;18;2;0;0
26;47;1;27;27;1;0;0;False;2;3286.36;0;1;1;False;False;0;0;7;1;1;0
26;11;1;27;27;1;0;0;False;1;202.221;0;1;1;False;False;0;0;4;0;0;0
26;19;0;26;26;1;0;0;False;1;402.984;2;2;1;False;False;1;0;1;1;0;0
26;31;1;32;32;1;0;0;False;0;1007.15;0;1;1;False;True;0;0;40;0;1;0
26;12;1;33;33;1;0;0;False;2;1842.89;0;1;1;True;False;0;0;47;0;1;0
26;18;0;32;33;1;0;0;False;1;410.494;0;2;1;True;False;1;8;42;4;0;0
26;45;1;38;38;1;0;0;False;1;486.43;0;2;1;False;False;1;2;82;1;0;0
26;49;1;27;27;2;0;0;False;1;199.187;2;1;1;False;False;0;0;6;0;0;0
26;47;0;34;35;2;0;0;False;0;2261.06;0;2;1;False;False;2;7;57;3;1;0
26;32;1;29;29;2;0;0;False;0;483.54;0;2;1;True;False;0;4;17;1;0;0
26;31;0;27;28;2;0;0;False;0;1455.02;0;2;1;True;False;1;4;6;2;1;0
26;58;0;32;33;2;0;0;False;0;1885.24;1;2;1;False;True;1;10;37;2;1;0
26;37;1;28;28;1;0;0;False;0;1441.14;0;2;1;False;True;1;2;10;0;1;0
26;31;0;27;27;2;0;0;False;0;1491.45;0;1;1;False;False;1;0;6;0;1;0
26;13;1;27;27;1;0;0;False;0;1780.78;0;1;1;False;False;0;0;2;0;1;0
26;55;0;28;29;1;1;0;False;0;983.271;1;2;1;False;False;1;3;13;2;1;0
26;18;1;26;26;1;0;0;False;0;1519.44;0;1;1;False;False;0;0;1;1;1;0
26;45;1;32;33;1;0;0;False;0;481.899;0;0;1;True;True;1;2;42;2;0;0
26;47;0;31;31;4;0;0;False;0;478.727;0;1;1;True;False;1;0;31;0;0;0
26;18;0;37;38;1;0;0;False;1;953.549;0;2;1;False;False;1;3;78;1;1;0
26;19;1;29;29;1;0;0;False;2;3143.7;0;1;1;True;False;0;0;20;0;1;0
26;37;1;27;28;1;0;0;False;1;659.2719999999998;0;2;1;False;True;0;1;8;1;0;0
26;11;1;52;1;4;0;0;False;2;10029.9;0;2;1;True;False;0;12;178;4;3;0
26;18;1;33;33;2;0;0;False;2;2706.76;0;1;1;True;True;0;0;48;0;1;0
26;22;0;29;32;2;0;0;False;0;969.066;0;0;1;True;True;2;21;22;7;1;0
26;2;1;27;29;1;0;0;False;2;4231.88;2;2;1;False;False;0;17;3;4;2;0
26;37;1;32;32;1;0;0;False;0;777.698;0;1;1;False;False;0;0;38;0;0;0
26;11;1;35;36;2;0;0;False;0;2892.43;0;2;1;True;False;1;7;60;2;1;0
26;31;1;27;27;1;0;0;False;1;497.791;2;2;1;True;False;0;3;3;0;0;0
26;47;1;27;28;1;0;0;False;2;9102.63;0;2;1;False;False;0;9;4;2;3;0
26;11;0;33;35;2;0;0;False;1;893.5139999999999;0;2;1;False;True;1;11;50;3;0;0
26;37;0;33;34;5;0;0;False;0;832.5089999999999;0;2;1;True;False;1;8;48;3;0;0
26;34;0;28;28;2;0;0;False;1;646.895;0;2;1;True;False;1;2;11;0;0;0
26;21;1;27;28;1;0;0;False;2;8666.32;0;2;1;False;False;0;11;3;3;3;0
26;26;1;27;28;1;0;0;False;2;5842.53;0;2;1;True;False;0;8;7;4;2;0
26;9;1;27;27;1;0;0;False;0;578.298;0;2;1;False;False;0;1;5;0;0;0
26;26;0;32;33;1;0;0;False;0;898.4860000000001;0;2;1;False;False;1;3;42;2;0;0
26;11;0;31;32;1;0;0;False;1;392.207;0;2;1;False;False;1;7;36;3;0;0
26;13;1;26;26;2;0;0;False;0;1087.62;2;1;1;True;False;0;0;1;1;1;0
26;45;1;33;36;1;0;0;False;2;8894.08;2;1;1;False;False;0;23;45;6;3;0
26;47;1;27;39;1;0;0;False;2;3185.95;0;2;1;False;False;0;81;6;24;1;0
26;47;1;31;32;2;0;0;False;0;1676.9;0;2;1;True;False;1;8;34;3;1;0
26;5;1;30;31;1;1;0;False;2;7649.06;0;2;1;True;False;0;10;24;2;3;0
26;18;0;29;29;1;1;0;False;0;2623.93;3;1;1;False;False;1;0;16;0;1;0
26;5;0;30;30;1;0;0;False;0;1533.2;2;1;1;True;False;1;0;24;0;1;0
26;11;1;26;28;2;0;0;False;1;242.632;2;2;1;False;False;0;8;1;3;0;0
26;54;1;34;36;1;0;0;False;2;7619.05;0;0;1;False;False;1;10;56;4;3;0
26;12;1;30;30;1;0;0;False;0;2453.49;0;1;1;False;False;0;0;24;0;1;0
26;18;0;27;27;1;0;0;False;1;528.599;0;1;1;True;False;1;0;4;0;0;0
26;11;0;32;32;2;0;0;False;1;1138.99;2;1;1;False;True;1;0;42;1;1;0
26;11;0;33;34;1;0;0;False;0;2377.56;0;0;1;True;False;2;1;50;1;1;0
26;11;0;30;31;2;0;0;False;1;1408.55;2;2;1;True;True;1;6;28;2;1;0
26;47;1;26;27;1;0;0;False;1;674.0939999999998;0;2;1;True;False;0;5;0;2;0;0
26;11;0;26;26;1;0;0;True;2;0.0;2;1;1;False;False;1;0;1;1;0;0
26;11;1;32;33;3;2;0;False;1;456.815;0;2;1;True;False;1;6;41;2;0;0
26;11;1;26;26;1;0;0;False;1;667.316;0;1;1;False;False;0;0;1;1;0;0
26;49;1;31;31;1;0;0;False;0;979.002;0;2;1;True;False;0;1;30;0;1;0
26;47;1;40;43;1;0;0;False;2;9375.54;2;2;1;False;False;0;23;94;6;3;0
26;11;0;31;31;1;0;0;False;1;490.473;0;1;1;True;True;1;0;30;0;0;0
26;26;1;27;28;1;0;0;False;0;1838.55;0;2;1;True;False;0;7;4;2;1;0
26;54;1;40;41;1;0;0;False;2;5902.62;0;2;1;True;False;0;5;97;2;2;0
26;45;1;42;43;1;0;0;False;2;9098.17;3;2;1;False;False;0;2;112;2;3;0
26;11;0;33;33;1;0;0;False;0;2415.43;2;1;1;True;False;1;0;48;0;1;0
26;37;0;27;28;2;0;0;False;0;858.826;0;2;0;True;False;1;2;7;2;0;0
26;37;0;29;29;2;0;0;False;0;1287.56;3;2;0;False;False;1;3;19;2;1;0
26;2;1;28;28;1;0;0;False;1;0.0;0;1;1;False;False;0;0;13;0;0;0
26;32;0;28;31;1;0;0;False;1;970.583;3;2;1;True;False;1;19;11;6;1;0
26;31;0;35;35;1;0;0;False;0;742.5039999999998;0;0;1;True;False;2;3;58;0;0;0
26;49;1;27;27;1;0;0;False;0;2452.62;2;1;1;False;False;0;0;8;1;1;0
26;18;0;29;29;1;0;0;False;0;647.178;0;2;1;False;False;1;1;18;0;0;0
26;26;0;28;29;3;0;0;False;0;1867.42;0;2;1;False;False;1;6;10;2;1;0
26;37;1;13;18;1;0;0;False;2;7218.86;0;2;1;True;False;0;30;274;10;3;0
26;45;1;31;31;1;0;0;False;2;2523.42;3;1;1;False;False;0;0;34;0;1;0
26;47;1;27;27;1;0;0;False;0;1347.02;0;2;1;False;True;0;3;2;0;1;0
26;37;1;29;29;2;0;0;False;0;841.797;0;2;1;False;False;0;1;18;0;0;0
26;18;0;32;33;1;0;0;False;1;494.795;0;2;1;False;False;1;3;43;1;0;0
26;47;1;26;27;1;0;0;False;0;1782.97;2;2;1;False;False;0;1;1;1;1;0
26;19;2;31;32;1;0;0;False;2;9902.52;2;0;1;False;True;1;11;31;3;3;0
26;47;1;29;32;2;0;0;False;2;1624.83;2;2;1;True;True;1;21;20;6;1;0
26;31;1;35;36;2;0;0;False;0;2308.54;0;2;1;True;False;0;7;64;3;1;0
26;42;2;28;32;1;0;0;False;2;1999.42;0;2;1;True;False;0;22;15;7;1;0
26;26;1;27;29;2;0;0;False;0;1208.63;0;2;1;True;True;1;12;7;4;1;0
26;45;0;28;28;2;0;0;False;0;1380.01;0;2;1;False;False;1;5;10;2;1;0
26;18;1;26;27;1;0;0;False;0;741.1;0;2;0;True;False;0;2;0;2;0;0
26;18;0;27;27;1;0;0;False;0;657.1160000000001;0;1;1;False;False;1;0;8;1;0;0
26;11;1;28;28;1;0;0;False;0;1396.03;2;1;1;True;False;0;0;9;0;1;0
26;18;0;26;26;1;0;0;False;0;1327.36;0;1;1;True;True;1;0;1;1;1;0
26;31;1;27;27;1;0;0;False;0;944.465;0;1;1;True;False;0;0;3;0;1;0
26;11;1;35;35;1;0;0;False;2;10084.6;2;1;1;True;False;0;0;64;1;3;0
26;47;0;27;27;1;0;0;False;0;2196.69;0;1;1;False;True;1;0;2;0;1;0
26;37;1;30;30;1;0;0;False;0;1248.19;0;2;1;True;False;0;5;23;1;1;0
26;11;0;34;35;1;0;0;False;1;1572.72;0;2;1;False;False;1;5;53;2;1;0
26;47;1;38;38;2;0;0;False;0;1359.75;0;2;1;True;False;0;2;80;0;1;0
26;11;1;26;26;1;0;0;False;0;1659.75;0;1;1;False;False;0;0;1;1;1;0
26;9;0;39;41;2;2;0;False;2;7209.67;0;2;1;True;False;1;13;92;4;3;0
26;13;0;28;28;1;0;0;False;0;1984.17;0;1;1;False;True;1;0;9;0;1;0
26;47;1;27;27;4;0;0;False;0;1312.48;0;1;1;True;False;0;0;7;1;1;0
26;11;1;30;34;1;2;0;False;2;5122.66;0;2;1;False;False;0;28;29;9;2;0
26;37;1;29;29;2;0;0;False;1;418.908;0;2;1;True;False;0;0;18;0;0;0
26;37;1;27;27;1;0;0;False;0;307.043;2;1;1;False;False;0;0;3;0;0;0
26;37;0;44;44;2;1;0;False;0;1208.63;0;2;1;True;False;2;4;121;0;1;0
26;11;0;34;34;3;1;0;False;0;1511.73;0;2;1;False;False;1;5;52;2;1;0
26;11;0;51;1;2;0;0;False;1;1763.71;2;2;1;False;False;1;11;174;4;1;0
26;50;1;29;30;1;0;0;False;0;905.417;0;2;1;False;False;0;3;20;2;1;0
26;11;1;30;31;3;1;0;False;0;1732.53;2;2;1;True;True;1;7;25;2;1;0
26;12;0;28;28;1;0;0;False;0;691.668;0;2;1;False;False;1;0;11;0;0;0
26;51;0;28;32;1;2;0;False;2;2431.02;0;2;1;True;True;1;28;14;9;1;0
26;26;1;26;26;1;0;0;False;0;1468.65;2;1;1;True;False;0;0;1;1;1;0
26;45;1;37;37;2;0;0;False;0;742.268;3;1;1;True;False;0;0;75;0;0;0
26;37;0;27;27;1;0;0;False;2;2279.18;0;1;1;True;False;1;0;6;0;1;0
26;12;1;32;32;1;0;0;False;0;1373.53;0;1;1;False;False;0;0;39;0;1;0
26;47;1;27;28;2;0;0;False;0;1213.17;0;2;0;False;False;0;3;7;2;1;0
26;54;0;51;52;4;0;0;False;0;451.15;0;0;1;True;False;2;4;176;1;0;0
26;11;0;30;34;2;0;0;False;0;1358.6;0;2;1;True;False;1;23;29;7;1;0
26;11;0;27;27;1;0;0;False;2;1226.69;2;1;1;False;False;1;0;5;0;1;0
26;37;0;27;27;1;0;0;False;2;3185.89;3;1;1;True;False;1;0;6;0;1;0
26;26;0;37;38;2;1;0;False;0;898.4860000000001;0;2;1;True;False;1;6;76;2;0;0
26;45;0;31;32;4;0;0;False;0;1304.66;2;2;1;True;False;1;2;35;2;1;0
26;13;0;32;32;2;0;0;False;0;1360.49;0;1;1;False;True;1;0;37;0;1;0
26;0;1;26;27;1;0;0;False;2;4841.58;0;2;1;False;False;0;6;1;2;2;0
26;18;0;30;35;1;0;0;False;0;1290.53;2;2;1;True;False;1;41;23;12;1;0
26;12;1;26;26;1;0;0;False;0;1179.26;0;1;1;True;False;0;0;1;1;1;0
26;32;1;52;4;3;0;0;False;0;3664.29;0;1;1;True;False;0;24;184;7;2;0
26;11;0;33;38;1;0;0;False;0;1368.89;0;2;1;False;True;1;40;45;12;1;0
26;11;0;26;26;2;0;0;False;1;893.5139999999999;0;1;1;False;True;1;0;0;1;0;0
26;49;1;27;27;3;0;0;False;2;3946.07;2;1;1;True;False;0;0;4;0;2;0
26;45;0;45;45;1;0;0;False;1;463.217;0;2;1;True;True;1;2;132;2;0;0
26;12;1;39;39;4;0;0;False;0;831.315;0;2;1;True;False;1;2;89;1;0;0
26;11;2;31;43;1;0;0;False;2;9525.45;0;0;1;False;True;0;89;30;25;3;0
26;47;1;26;27;1;0;0;False;2;1465.96;0;2;1;False;False;0;3;1;1;1;0
26;12;0;31;32;3;0;0;False;0;1061.73;0;2;1;False;True;1;10;31;2;1;0
26;37;1;32;33;1;0;0;False;0;1248.19;2;2;1;False;False;0;9;40;3;1;0
26;37;1;31;31;1;0;0;False;2;3891.66;2;1;1;True;False;0;0;32;0;2;0
26;9;0;34;36;1;0;0;False;0;1736.19;0;2;1;True;True;1;14;57;5;1;0
26;47;1;27;33;1;0;1;False;2;1097.15;0;2;1;False;False;0;42;2;12;1;1
26;47;0;32;32;4;0;0;False;0;1269.38;2;1;1;False;False;1;0;37;0;1;0
26;37;1;27;27;2;0;0;False;2;1811.96;0;1;1;False;False;0;0;2;0;1;0
26;11;1;35;36;2;0;0;False;1;707.453;0;2;1;True;True;1;7;60;2;0;0
26;45;1;28;28;2;0;0;False;0;1110.63;0;0;1;True;False;1;4;9;0;1;0
26;37;0;31;32;1;0;0;False;2;2094.97;0;0;1;False;False;2;7;33;2;1;0
26;26;1;27;29;1;0;0;False;1;2102.59;0;2;1;True;False;0;11;8;3;1;0
26;11;0;27;27;2;0;0;True;2;0.0;3;1;1;True;False;1;0;2;0;0;0
26;32;0;29;29;2;0;0;False;2;4553.41;0;1;1;True;True;1;0;16;0;2;0
26;11;1;27;27;1;0;0;False;2;8594.82;0;1;1;True;False;0;0;4;0;3;0
26;55;1;29;30;1;0;0;False;0;983.271;1;2;1;True;False;1;7;21;3;1;0
26;54;0;26;27;2;0;0;False;0;1672.87;0;2;1;False;False;1;2;1;1;1;0
26;47;1;44;47;2;0;0;False;2;8857.13;0;2;1;False;False;0;27;121;8;3;0
26;11;1;35;36;2;0;0;False;0;2060.57;0;2;1;False;False;1;7;64;3;1;0
26;11;1;27;28;1;0;0;False;0;1856.31;0;2;1;True;False;1;5;6;2;1;0
26;39;0;28;28;1;0;0;False;0;936.117;0;2;1;False;False;1;1;10;0;1;0
26;47;1;30;30;1;0;0;False;0;830.159;0;1;1;True;False;0;0;27;0;0;0
26;58;2;30;31;2;0;0;False;0;1226.01;1;2;1;True;False;0;3;28;2;1;0
26;12;0;30;30;2;0;0;False;0;713.424;0;1;1;True;True;1;0;29;1;0;0
26;11;1;32;32;2;0;0;False;1;202.221;0;1;1;True;False;0;0;41;0;0;0
26;5;0;37;39;2;0;0;False;0;995.181;2;2;1;False;False;1;13;77;4;1;0
26;47;1;27;27;1;0;0;False;0;408.848;0;2;1;True;False;0;2;3;0;0;0
26;12;1;27;27;1;0;0;False;0;1287.94;0;1;1;True;True;0;0;7;1;1;0
26;11;0;27;27;1;0;0;True;2;0.0;0;1;1;True;False;1;0;2;0;0;0
26;11;0;28;28;2;0;0;False;1;892.7660000000002;0;2;1;False;False;2;1;13;1;0;0
26;11;0;33;34;2;0;0;False;1;170.957;2;2;0;True;True;2;3;48;2;0;0
26;37;1;26;27;1;0;0;False;1;694.11;0;2;1;True;False;0;1;1;1;0;0
26;18;0;29;30;1;0;0;False;0;719.6060000000001;0;2;1;True;False;1;3;21;2;0;0
26;5;0;27;27;1;0;1;False;0;1261.82;2;1;1;False;False;1;0;8;1;1;1
26;11;0;29;30;2;0;0;False;1;490.473;0;2;1;False;False;1;3;20;2;0;0
26;18;1;34;34;2;0;0;False;1;528.599;0;2;1;False;False;1;2;54;1;0;0
26;54;0;35;36;1;0;0;False;0;1062.7;0;2;1;True;True;2;7;60;2;1;0
26;45;1;32;32;2;0;0;False;0;660.049;0;2;1;True;False;0;3;38;0;0;0
26;59;1;34;35;1;0;0;False;0;2999.6;1;2;1;True;False;0;12;52;4;1;0
26;31;1;27;28;4;0;0;False;0;1580.59;3;2;1;True;True;1;7;8;3;1;0
26;37;1;29;32;1;0;0;False;2;11100.8;0;2;1;False;False;0;23;16;6;3;0
26;11;0;31;31;1;0;0;False;0;1781.57;3;1;1;True;True;1;0;30;0;1;0
26;45;1;37;40;2;0;0;False;2;9045.97;0;2;1;False;False;0;23;74;6;3;0
26;31;1;39;40;1;0;0;False;0;2531.35;2;2;1;True;False;1;5;92;1;1;0
26;18;1;28;30;2;0;0;False;2;6460.16;2;2;1;True;False;0;15;12;4;3;0
26;31;2;27;27;2;0;0;False;0;875.615;0;2;1;True;False;0;1;5;0;0;0
26;47;1;32;33;2;0;0;False;0;2379.57;0;2;1;False;False;0;8;37;2;1;0
26;47;1;27;28;1;0;0;False;2;1514.44;0;2;1;False;False;0;7;6;2;1;0
